ID_POST,Sentiment,Count,positive,negative,neutre
155262121312_10153506393161313,positive,38,1,12,38
155262121312_10153506393161313,neutre,12,1,12,38
155262121312_10153507977906313,negative,0,0,0,4
155262121312_10153507977906313,positive,4,0,0,4
155262121312_10153507977906313,neutre,0,0,0,4
155262121312_10153509970936313,negative,1,1,40,28
155262121312_10153509970936313,positive,28,1,40,28
155262121312_10153509970936313,neutre,40,1,40,28
155262121312_10153510003801313,negative,0,0,4,27
155262121312_10153510003801313,positive,27,0,4,27
155262121312_10153510003801313,neutre,4,0,4,27
155262121312_10153510479141313,negative,0,0,5,6
155262121312_10153510479141313,positive,6,0,5,6
155262121312_10153510479141313,neutre,5,0,5,6
155262121312_10153513717446313,negative,2,2,3,7
155262121312_10153513717446313,positive,7,2,3,7
155262121312_10153513717446313,neutre,3,2,3,7
155262121312_10153518772281313,negative,3,3,18,11
155262121312_10153518772281313,positive,11,3,18,11
155262121312_10153518772281313,neutre,18,3,18,11
155262121312_10153518884196313,negative,4,4,16,6
155262121312_10153518884196313,positive,6,4,16,6
155262121312_10153518884196313,neutre,16,4,16,6
155262121312_10153521804021313,negative,6,6,9,6
155262121312_10153521804021313,positive,6,6,9,6
155262121312_10153521804021313,neutre,9,6,9,6
155262121312_10153521917036313,negative,9,9,42,52
155262121312_10153521917036313,positive,52,9,42,52
155262121312_10153521917036313,neutre,42,9,42,52
155262121312_10153521938251313,negative,3,3,32,5
155262121312_10153521938251313,positive,5,3,32,5
155262121312_10153521938251313,neutre,32,3,32,5
155262121312_10153522746981313,negative,11,11,599,33
155262121312_10153522746981313,positive,33,11,599,33
155262121312_10153522746981313,neutre,599,11,599,33
155262121312_10153526461266313,negative,0,0,1,1
155262121312_10153526461266313,positive,1,0,1,1
155262121312_10153526461266313,neutre,1,0,1,1
155262121312_10153526923431313,negative,1,1,0,1
155262121312_10153526923431313,positive,1,1,0,1
155262121312_10153526923431313,neutre,0,1,0,1
155262121312_10153531737176313,negative,5,5,298,59
155262121312_10153531737176313,positive,59,5,298,59
155262121312_10153531737176313,neutre,298,5,298,59
155262121312_10153532487431313,negative,19,19,454,29
155262121312_10153532487431313,positive,29,19,454,29
155262121312_10153532487431313,neutre,454,19,454,29
155262121312_10153534616111313,negative,4,4,3,4
155262121312_10153534616111313,positive,4,4,3,4
155262121312_10153534616111313,neutre,3,4,3,4
155262121312_10153534682941313,negative,1,1,5,4
155262121312_10153534682941313,positive,4,1,5,4
155262121312_10153534682941313,neutre,5,1,5,4
155262121312_10153535528161313,negative,0,0,7,6
155262121312_10153535528161313,positive,6,0,7,6
155262121312_10153535528161313,neutre,7,0,7,6
155262121312_10153538326846313,negative,3,3,11,6
155262121312_10153538326846313,positive,6,3,11,6
155262121312_10153538326846313,neutre,11,3,11,6
155262121312_10153538417341313,negative,1,1,1,0
155262121312_10153538417341313,positive,0,1,1,0
155262121312_10153538417341313,neutre,1,1,1,0
155262121312_10153540439156313,negative,8,8,16,0
155262121312_10153540439156313,positive,0,8,16,0
155262121312_10153540439156313,neutre,16,8,16,0
155262121312_10153540839641313,negative,14,14,31,9
155262121312_10153540839641313,positive,9,14,31,9
155262121312_10153540839641313,neutre,31,14,31,9
155262121312_10153540941586313,negative,21,21,92,56
155262121312_10153540941586313,positive,56,21,92,56
155262121312_10153540941586313,neutre,92,21,92,56
155262121312_10153546024431313,negative,0,0,0,2
155262121312_10153546024431313,positive,2,0,0,2
155262121312_10153546024431313,neutre,0,0,0,2
155262121312_10153546967516313,negative,7,7,10,8
155262121312_10153546967516313,positive,8,7,10,8
155262121312_10153546967516313,neutre,10,7,10,8
155262121312_10153549638856313,negative,4,4,12,6
155262121312_10153549638856313,positive,6,4,12,6
155262121312_10153549638856313,neutre,12,4,12,6
155262121312_10153550634276313,negative,3,3,6,5
155262121312_10153550634276313,positive,5,3,6,5
155262121312_10153550634276313,neutre,6,3,6,5
155262121312_10153554374281313,negative,1,1,2,4
155262121312_10153554374281313,positive,4,1,2,4
155262121312_10153554374281313,neutre,2,1,2,4
155262121312_10153556869861313,negative,3,3,11,0
155262121312_10153556869861313,positive,0,3,11,0
155262121312_10153556869861313,neutre,11,3,11,0
155262121312_10153561642941313,negative,1,1,3,0
155262121312_10153561642941313,positive,0,1,3,0
155262121312_10153561642941313,neutre,3,1,3,0
155262121312_10153561882801313,negative,2,2,28,15
155262121312_10153561882801313,positive,15,2,28,15
155262121312_10153561882801313,neutre,28,2,28,15
155262121312_10153561902046313,negative,2,2,8,1
155262121312_10153561902046313,positive,1,2,8,1
155262121312_10153561902046313,neutre,8,2,8,1
155262121312_10153561906401313,negative,0,0,1,1
155262121312_10153561906401313,positive,1,0,1,1
155262121312_10153561906401313,neutre,1,0,1,1
155262121312_10153565268586313,negative,2,2,26,0
155262121312_10153565268586313,positive,0,2,26,0
155262121312_10153565268586313,neutre,26,2,26,0
155262121312_10153565447346313,negative,0,0,111,0
155262121312_10153565447346313,positive,0,0,111,0
155262121312_10153565447346313,neutre,111,0,111,0
155262121312_10153572236631313,negative,0,0,51,0
155262121312_10153572236631313,positive,0,0,51,0
155262121312_10153572236631313,neutre,51,0,51,0
155262121312_10153572238716313,negative,0,0,44,0
155262121312_10153572238716313,positive,0,0,44,0
155262121312_10153572238716313,neutre,44,0,44,0
155262121312_10153576043116313,negative,0,0,5,0
155262121312_10153576043116313,positive,0,0,5,0
155262121312_10153576043116313,neutre,5,0,5,0
155262121312_10153579319916313,negative,0,0,13,0
155262121312_10153579319916313,positive,0,0,13,0
155262121312_10153579319916313,neutre,13,0,13,0
155262121312_10153580564041313,negative,0,0,17,0
155262121312_10153580564041313,positive,0,0,17,0
155262121312_10153580564041313,neutre,17,0,17,0
155262121312_10153583594781313,negative,0,0,4,0
155262121312_10153583594781313,positive,0,0,4,0
155262121312_10153583594781313,neutre,4,0,4,0
155262121312_10153583865276313,negative,0,0,1,0
155262121312_10153583865276313,positive,0,0,1,0
155262121312_10153583865276313,neutre,1,0,1,0
155262121312_10153586691301313,negative,0,0,8,0
155262121312_10153586691301313,positive,0,0,8,0
155262121312_10153586691301313,neutre,8,0,8,0
155262121312_10153586870181313,negative,0,0,13,0
155262121312_10153586870181313,positive,0,0,13,0
155262121312_10153586870181313,neutre,13,0,13,0
155262121312_10153587207221313,negative,0,0,54,0
155262121312_10153587207221313,positive,0,0,54,0
155262121312_10153587207221313,neutre,54,0,54,0
155262121312_10153587256461313,negative,0,0,12,0
155262121312_10153587256461313,positive,0,0,12,0
155262121312_10153587256461313,neutre,12,0,12,0
155262121312_10153589798426313,negative,0,0,14,0
155262121312_10153589798426313,positive,0,0,14,0
155262121312_10153589798426313,neutre,14,0,14,0
155262121312_10153589912436313,negative,0,0,59,0
155262121312_10153589912436313,positive,0,0,59,0
155262121312_10153589912436313,neutre,59,0,59,0
155262121312_10153593503671313,negative,0,0,1,0
155262121312_10153593503671313,positive,0,0,1,0
155262121312_10153593503671313,neutre,1,0,1,0
155262121312_10153593815736313,negative,0,0,2,0
155262121312_10153593815736313,positive,0,0,2,0
155262121312_10153593815736313,neutre,2,0,2,0
155262121312_10153593968661313,negative,0,0,1,0
155262121312_10153593968661313,positive,0,0,1,0
155262121312_10153593968661313,neutre,1,0,1,0
155262121312_10153596449216313,negative,0,0,16,0
155262121312_10153596449216313,positive,0,0,16,0
155262121312_10153596449216313,neutre,16,0,16,0
155262121312_10153596623516313,negative,0,0,17,0
155262121312_10153596623516313,positive,0,0,17,0
155262121312_10153596623516313,neutre,17,0,17,0
155262121312_10153598518906313,negative,0,0,16,0
155262121312_10153598518906313,positive,0,0,16,0
155262121312_10153598518906313,neutre,16,0,16,0
155262121312_10153600678031313,negative,0,0,3,0
155262121312_10153600678031313,positive,0,0,3,0
155262121312_10153600678031313,neutre,3,0,3,0
155262121312_10153600793291313,negative,0,0,13,0
155262121312_10153600793291313,positive,0,0,13,0
155262121312_10153600793291313,neutre,13,0,13,0
155262121312_10153602700126313,negative,0,0,89,0
155262121312_10153602700126313,positive,0,0,89,0
155262121312_10153602700126313,neutre,89,0,89,0
155262121312_10153607263051313,negative,0,0,38,0
155262121312_10153607263051313,positive,0,0,38,0
155262121312_10153607263051313,neutre,38,0,38,0
155262121312_10153607619786313,negative,0,0,47,0
155262121312_10153607619786313,positive,0,0,47,0
155262121312_10153607619786313,neutre,47,0,47,0
155262121312_10153607765296313,negative,0,0,171,0
155262121312_10153607765296313,positive,0,0,171,0
155262121312_10153607765296313,neutre,171,0,171,0
155262121312_10153609152331313,negative,0,0,14,0
155262121312_10153609152331313,positive,0,0,14,0
155262121312_10153609152331313,neutre,14,0,14,0
155262121312_10153609283491313,negative,0,0,15,0
155262121312_10153609283491313,positive,0,0,15,0
155262121312_10153609283491313,neutre,15,0,15,0
155262121312_10153609318041313,negative,0,0,6,0
155262121312_10153609318041313,positive,0,0,6,0
155262121312_10153609318041313,neutre,6,0,6,0
155262121312_10153613996181313,negative,0,0,55,0
155262121312_10153613996181313,positive,0,0,55,0
155262121312_10153613996181313,neutre,55,0,55,0
155262121312_10153618045781313,negative,0,0,11,0
155262121312_10153618045781313,positive,0,0,11,0
155262121312_10153618045781313,neutre,11,0,11,0
155262121312_10153618351611313,negative,0,0,2,0
155262121312_10153618351611313,positive,0,0,2,0
155262121312_10153618351611313,neutre,2,0,2,0
155262121312_10153618472391313,negative,0,0,88,0
155262121312_10153618472391313,positive,0,0,88,0
155262121312_10153618472391313,neutre,88,0,88,0
155262121312_10153620471821313,negative,0,0,36,0
155262121312_10153620471821313,positive,0,0,36,0
155262121312_10153620471821313,neutre,36,0,36,0
155262121312_10153622218031313,negative,0,0,21,0
155262121312_10153622218031313,positive,0,0,21,0
155262121312_10153622218031313,neutre,21,0,21,0
155262121312_10153622300886313,negative,0,0,20,0
155262121312_10153622300886313,positive,0,0,20,0
155262121312_10153622300886313,neutre,20,0,20,0
155262121312_10153622405151313,negative,0,0,35,0
155262121312_10153622405151313,positive,0,0,35,0
155262121312_10153622405151313,neutre,35,0,35,0
155262121312_10153623871636313,negative,0,0,55,0
155262121312_10153623871636313,positive,0,0,55,0
155262121312_10153623871636313,neutre,55,0,55,0
155262121312_10153626273241313,negative,0,0,5,0
155262121312_10153626273241313,positive,0,0,5,0
155262121312_10153626273241313,neutre,5,0,5,0
155262121312_10153630132701313,negative,0,0,38,0
155262121312_10153630132701313,positive,0,0,38,0
155262121312_10153630132701313,neutre,38,0,38,0
155262121312_10153631560021313,negative,0,0,18,0
155262121312_10153631560021313,positive,0,0,18,0
155262121312_10153631560021313,neutre,18,0,18,0
155262121312_10153631703356313,negative,0,0,81,0
155262121312_10153631703356313,positive,0,0,81,0
155262121312_10153631703356313,neutre,81,0,81,0
155262121312_10153633939871313,negative,0,0,55,0
155262121312_10153633939871313,positive,0,0,55,0
155262121312_10153633939871313,neutre,55,0,55,0
155262121312_10153637406521313,negative,0,0,71,0
155262121312_10153637406521313,positive,0,0,71,0
155262121312_10153637406521313,neutre,71,0,71,0
155262121312_10153637570271313,negative,0,0,13,0
155262121312_10153637570271313,positive,0,0,13,0
155262121312_10153637570271313,neutre,13,0,13,0
155262121312_10153638145281313,negative,0,0,10,0
155262121312_10153638145281313,positive,0,0,10,0
155262121312_10153638145281313,neutre,10,0,10,0
155262121312_10153639521331313,negative,0,0,12,0
155262121312_10153639521331313,positive,0,0,12,0
155262121312_10153639521331313,neutre,12,0,12,0
155262121312_10153641477941313,negative,0,0,36,0
155262121312_10153641477941313,positive,0,0,36,0
155262121312_10153641477941313,neutre,36,0,36,0
155262121312_10153642003761313,negative,0,0,2,0
155262121312_10153642003761313,positive,0,0,2,0
155262121312_10153642003761313,neutre,2,0,2,0
155262121312_10153643685756313,negative,0,0,3,0
155262121312_10153643685756313,positive,0,0,3,0
155262121312_10153643685756313,neutre,3,0,3,0
155262121312_10153643947681313,negative,0,0,7,0
155262121312_10153643947681313,positive,0,0,7,0
155262121312_10153643947681313,neutre,7,0,7,0
155262121312_10153645606481313,negative,0,0,19,0
155262121312_10153645606481313,positive,0,0,19,0
155262121312_10153645606481313,neutre,19,0,19,0
155262121312_10153645646116313,negative,0,0,15,0
155262121312_10153645646116313,positive,0,0,15,0
155262121312_10153645646116313,neutre,15,0,15,0
155262121312_10153645762761313,negative,0,0,4,0
155262121312_10153645762761313,positive,0,0,4,0
155262121312_10153645762761313,neutre,4,0,4,0
155262121312_10153647491631313,negative,0,0,42,0
155262121312_10153647491631313,positive,0,0,42,0
155262121312_10153647491631313,neutre,42,0,42,0
155262121312_10153649555551313,negative,0,0,2,0
155262121312_10153649555551313,positive,0,0,2,0
155262121312_10153649555551313,neutre,2,0,2,0
155262121312_10153649589161313,negative,0,0,16,0
155262121312_10153649589161313,positive,0,0,16,0
155262121312_10153649589161313,neutre,16,0,16,0
155262121312_10153649952691313,negative,0,0,8,0
155262121312_10153649952691313,positive,0,0,8,0
155262121312_10153649952691313,neutre,8,0,8,0
155262121312_10153650070636313,negative,0,0,108,0
155262121312_10153650070636313,positive,0,0,108,0
155262121312_10153650070636313,neutre,108,0,108,0
155262121312_10153651601126313,negative,0,0,27,0
155262121312_10153651601126313,positive,0,0,27,0
155262121312_10153651601126313,neutre,27,0,27,0
155262121312_10153651653131313,negative,0,0,37,0
155262121312_10153651653131313,positive,0,0,37,0
155262121312_10153651653131313,neutre,37,0,37,0
155262121312_10153652235876313,negative,0,0,8,0
155262121312_10153652235876313,positive,0,0,8,0
155262121312_10153652235876313,neutre,8,0,8,0
155262121312_10153652369421313,negative,0,0,7,0
155262121312_10153652369421313,positive,0,0,7,0
155262121312_10153652369421313,neutre,7,0,7,0
155262121312_10153653779916313,negative,0,0,10,0
155262121312_10153653779916313,positive,0,0,10,0
155262121312_10153653779916313,neutre,10,0,10,0
155262121312_10153656385016313,negative,0,0,4,0
155262121312_10153656385016313,positive,0,0,4,0
155262121312_10153656385016313,neutre,4,0,4,0
155262121312_10153660160941313,negative,0,0,3,0
155262121312_10153660160941313,positive,0,0,3,0
155262121312_10153660160941313,neutre,3,0,3,0
